YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),Glo Mod (Wh/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (Wh/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod (Wh/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,TotCC (10ths),TotCC Flg,OpqCC (10ths),OpqCC Flg,Dry Bulb (C),Dry Bulb Flg,Dew Pnt (C),Dew Pnt Flg,Rel Hum (%),Rel Hum Flg,Baro Press (mbar),Baro Press Flg,Wind Speed (m/s),Wind Speed Flg,Wind Dir (deg),Wind Dir Flg,Hor Vis (m),Hor Vis Flg,Ceil Hgt (m),Ceil Hgt Flg,Liq Precip Depth (mm),Liq Precip Depth Flg,Liq Precip Quantity (hours),Liq Precip Quantity Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
2001-01-01,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,2,61,2,61,-5.0,5,-11.1,5,59,54,1016,54,4.1,5,270,5,16000,5,22000,5,0,5,1,99,0.8,2,0.088,1
2001-01-01,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-5.6,5,-11.7,5,59,54,1016,54,4.1,5,260,5,16000,5,22000,5,0,5,1,99,0.8,2,0.088,1
2001-01-01,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-6.1,5,-11.7,5,61,54,1017,54,3.6,5,250,5,16000,5,22000,5,0,5,1,99,0.8,2,0.088,1
2001-01-01,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-6.1,5,-11.7,5,61,54,1017,54,4.6,5,260,5,16000,5,22000,5,0,5,1,99,0.7,2,0.088,1
2001-01-01,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-6.1,5,-11.7,5,61,54,1018,54,3.6,5,280,5,16000,5,22000,5,0,5,1,99,0.7,2,0.088,1
2001-01-01,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-6.1,5,-11.7,5,61,54,1018,54,4.6,5,290,5,16000,5,22000,5,0,5,1,99,0.7,2,0.088,1
2001-01-01,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,3,61,3,61,-5.6,5,-11.1,5,62,54,1019,54,5.2,5,300,5,16000,5,22000,5,0,5,1,99,0.7,2,0.088,1
2001-01-01,8:00,87.3,123.5,42,884,10,9,2,68,21,2,7,9,2,-9900,99,-9900,99,-9900,99,3,61,3,61,-5.6,5,-11.1,5,62,54,1020,54,4.1,5,270,5,16000,5,22000,5,0,5,1,99,0.7,2,0.088,1
2001-01-01,9:00,80.2,132.1,240,1415,115,9,2,222,21,2,77,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-5.0,5,-10.6,5,61,54,1021,54,2.6,5,270,5,16000,5,22000,5,0,5,1,99,0.7,2,0.088,1
2001-01-01,10:00,72.7,144.0,421,1415,157,9,2,90,21,2,130,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-2.8,5,-10.0,5,54,54,1021,54,8.2,5,330,5,16000,5,22000,5,0,5,1,99,0.7,2,0.088,1
