YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),Glo Mod (Wh/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (Wh/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod (Wh/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,TotCC (10ths),TotCC Flg,OpqCC (10ths),OpqCC Flg,Dry Bulb (C),Dry Bulb Flg,Dew Pnt (C),Dew Pnt Flg,Rel Hum (%),Rel Hum Flg,Baro Press (mbar),Baro Press Flg,Wind Speed (m/s),Wind Speed Flg,Wind Dir (deg),Wind Dir Flg,Hor Vis (m),Hor Vis Flg,Ceil Hgt (m),Ceil Hgt Flg,Liq Precip Depth (mm),Liq Precip Depth Flg,Liq Precip Quantity (hours),Liq Precip Quantity Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
1998-01-01,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,3,1,3,56,-8.0,1,-16.0,1,49,54,1022,54,6.2,5,290,5,24000,5,22000,5,0,1,6,99,0.6,1,0.088,1
1998-01-01,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,3,51,3,51,-8.0,51,-16.0,51,49,54,1023,51,6.2,5,300,5,24000,5,22000,5,-9900,99,-9900,99,0.6,1,0.088,1
1998-01-01,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,3,1,3,56,-8.0,1,-16.0,1,49,54,1024,54,5.2,5,280,5,24000,5,22000,5,-9900,99,-9900,99,0.6,1,0.088,1
1998-01-01,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,1,0,56,-9.0,1,-16.0,1,53,54,1025,54,5.7,5,290,5,24000,5,22000,5,-9900,99,-9900,99,0.6,1,0.088,1
1998-01-01,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-9.0,1,-16.0,1,53,54,1026,54,5.2,5,300,5,24000,5,22000,5,-9900,99,-9900,99,0.6,1,0.088,1
1998-01-01,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-9.0,1,-16.0,1,53,54,1026,54,5.2,5,300,5,24000,5,22000,5,-9900,99,-9900,99,0.6,1,0.088,1
1998-01-01,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-9.0,1,-15.0,1,58,54,1027,54,5.2,5,300,5,24000,5,22000,5,0,1,6,99,0.6,1,0.088,1
1998-01-01,8:00,87.0,124.0,52,979,15,9,2,177,21,2,6,9,2,-9900,99,-9900,99,-9900,99,2,1,2,56,-9.0,1,-15.0,1,58,54,1028,54,4.1,5,280,5,24000,5,22000,5,-9900,99,-9900,99,0.6,1,0.088,1
1998-01-01,9:00,79.7,133.0,254,1415,151,9,2,525,21,2,57,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-7.0,1,-15.0,1,49,54,1029,54,5.2,5,300,5,24000,5,22000,5,-9900,99,-9900,99,0.6,1,0.088,1
1998-01-01,10:00,72.3,145.0,431,1415,290,9,2,709,21,2,74,9,2,-9900,99,-9900,99,-9900,99,2,1,2,56,-6.0,1,-15.0,1,45,54,1029,54,5.2,5,280,5,24000,5,22000,5,-9900,99,-9900,99,0.6,1,0.088,1
1998-01-01,11:00,66.9,158.5,555,1415,387,9,2,774,21,2,83,9,2,-9900,99,-9900,99,-9900,99,3,1,3,56,-5.0,1,-15.0,1,41,54,1030,54,5.2,5,280,5,24000,5,22000,5,-9900,99,-9900,99,0.6,1,0.088,1
1998-01-01,12:00,64.1,173.4,617,1415,430,9,2,769,21,2,94,9,2,-9900,99,-9900,99,-9900,99,5,1,5,56,-4.0,1,-15.0,1,38,54,1029,54,4.1,5,290,5,32000,5,22000,5,-9900,99,-9900,99,0.7,1,0.088,1
1998-01-01,13:00,64.3,188.7,613,1415,406,9,2,657,21,2,121,9,2,-9900,99,-9900,99,-9900,99,9,1,9,56,-3.0,1,-15.0,1,35,54,1029,54,5.7,5,250,5,32000,5,3048,5,0,1,6,99,0.7,1,0.088,1
1998-01-01,14:00,67.5,203.4,542,1415,382,9,2,764,21,2,89,9,2,-9900,99,-9900,99,-9900,99,2,1,2,56,-2.0,1,-15.0,1,32,54,1028,54,5.7,5,220,5,32000,5,22000,5,-9900,99,-9900,99,0.7,1,0.088,1
