YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),Glo Mod (Wh/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (Wh/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod (Wh/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,TotCC (10ths),TotCC Flg,OpqCC (10ths),OpqCC Flg,Dry Bulb (C),Dry Bulb Flg,Dew Pnt (C),Dew Pnt Flg,Rel Hum (%),Rel Hum Flg,Baro Press (mbar),Baro Press Flg,Wind Speed (m/s),Wind Speed Flg,Wind Dir (deg),Wind Dir Flg,Hor Vis (m),Hor Vis Flg,Ceil Hgt (m),Ceil Hgt Flg,Liq Precip Depth (mm),Liq Precip Depth Flg,Liq Precip Quantity (hours),Liq Precip Quantity Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
2002-01-01,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-3.9,5,-12.8,5,46,54,1017,54,5.2,5,290,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-3.9,5,-14.4,5,40,54,1017,54,5.7,5,280,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-4.4,5,-12.8,5,48,54,1018,54,4.6,5,300,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-3.9,5,-11.7,5,51,54,1017,54,5.7,5,310,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,1,0,56,-4.4,5,-12.2,5,50,54,1017,54,3.6,5,300,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-5.0,5,-12.2,5,53,54,1017,54,3.6,5,290,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-5.0,5,-11.7,5,56,54,1018,54,4.6,5,280,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,8:00,87.2,123.7,44,908,12,9,2,137,21,2,5,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-5.0,5,-11.7,5,56,54,1018,54,4.6,5,290,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,9:00,80.1,132.4,243,1415,136,9,2,434,21,2,61,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-5.0,5,-11.7,5,56,54,1019,54,5.2,5,320,5,16000,5,22000,5,0,5,1,99,0.5,3,0.088,1
2002-01-01,10:00,72.6,144.3,423,1415,287,9,2,667,21,2,87,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-3.9,5,-11.7,5,51,54,1019,54,6.2,5,310,5,16000,5,22000,5,0,5,1,99,0.5,3,0.088,1
2002-01-01,11:00,67.1,157.8,550,1415,373,9,2,704,21,2,99,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-2.2,5,-11.1,5,46,54,1018,54,4.6,5,300,5,16000,5,22000,5,0,5,1,99,0.5,3,0.088,1
2002-01-01,12:00,64.2,172.6,616,1415,443,9,2,795,21,2,97,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-0.6,5,-10.0,5,45,54,1018,54,7.2,5,330,5,16000,5,22000,5,0,5,1,99,0.5,3,0.088,1
2002-01-01,13:00,64.2,187.9,615,1415,442,9,2,792,21,2,98,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,0.6,5,-10.0,5,41,54,1017,54,6.2,5,300,5,16000,5,22000,5,0,5,1,99,0.5,3,0.088,1
2002-01-01,14:00,67.2,202.6,548,1415,369,9,2,728,21,2,87,9,2,-9900,99,-9900,99,-9900,99,3,61,3,61,1.7,5,-10.0,5,38,54,1017,54,6.7,5,310,5,16000,5,22000,5,0,5,1,99,0.5,3,0.088,1
2002-01-01,15:00,72.8,216.1,419,1415,280,9,2,693,21,2,75,9,2,-9900,99,-9900,99,-9900,99,3,61,3,61,2.2,5,-8.9,5,40,54,1017,54,8.2,5,320,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,16:00,80.3,227.9,238,1415,134,9,2,489,21,2,52,9,2,-9900,99,-9900,99,-9900,99,3,61,3,61,1.7,5,-9.4,5,40,54,1018,54,8.2,5,310,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,17:00,87.3,236.4,41,861,5,9,2,88,21,2,1,9,2,-9900,99,-9900,99,-9900,99,3,61,3,61,1.1,5,-9.4,5,41,54,1019,54,7.2,5,310,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,18:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,3,61,3,61,0.6,5,-9.4,5,43,54,1020,54,6.2,5,300,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,19:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,3,1,3,56,0.0,5,-8.9,5,47,54,1021,54,8.8,5,320,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,20:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-0.6,5,-8.9,5,49,54,1021,54,10.8,5,320,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,21:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-1.1,5,-10.0,5,47,54,1022,54,9.3,5,320,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,22:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-1.7,5,-10.0,5,49,54,1022,54,7.7,5,340,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,23:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-2.2,5,-9.4,5,54,54,1022,54,10.3,5,320,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-01,24:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-2.2,5,-9.4,5,54,54,1023,54,8.2,5,310,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-2.8,5,-9.4,5,57,54,1023,54,8.8,5,310,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-3.3,5,-11.1,5,51,54,1023,54,8.2,5,330,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-3.3,5,-10.0,5,56,54,1023,54,6.7,5,310,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-3.3,5,-10.6,5,53,54,1024,54,8.8,5,300,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-3.9,5,-11.7,5,51,54,1024,54,7.2,5,300,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-3.9,5,-10.6,5,56,54,1023,54,6.7,5,310,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-3.3,5,-9.4,5,59,54,1024,54,7.2,5,320,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,8:00,87.2,123.5,44,908,12,9,2,99,21,2,7,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-3.3,5,-9.4,5,59,54,1025,54,4.6,5,300,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,9:00,80.1,132.3,243,1415,132,9,2,314,21,2,78,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-2.8,5,-8.9,5,59,54,1025,54,3.1,5,310,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,10:00,72.6,144.2,423,1415,233,9,2,411,21,2,110,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-1.7,5,-9.4,5,52,54,1025,54,4.1,5,270,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,11:00,67.1,157.6,551,1415,364,9,2,670,21,2,102,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-0.6,5,-8.3,5,52,54,1025,54,6.7,5,320,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,12:00,64.1,172.4,617,1415,414,9,2,719,21,2,100,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,0.6,5,-7.8,5,49,54,1024,54,8.2,5,290,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,13:00,64.1,187.8,617,1415,416,9,2,725,21,2,100,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,1.1,5,-8.3,5,46,54,1023,54,5.7,5,310,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,14:00,67.1,202.5,550,1415,358,9,2,674,21,2,96,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,2.2,5,-7.8,5,44,54,1022,54,6.2,5,300,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,15:00,72.6,216.0,422,1415,259,9,2,598,21,2,80,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,2.8,5,-7.8,5,42,54,1022,54,5.7,5,320,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,16:00,80.2,227.9,241,1415,133,9,2,459,21,2,55,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,2.8,5,-7.8,5,42,54,1022,54,6.7,5,310,5,16000,5,22000,5,0,5,1,99,0.4,3,0.088,1
2002-01-02,17:00,87.2,236.5,43,884,7,9,2,111,21,2,1,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,2.2,5,-8.3,5,42,54,1022,54,5.7,5,280,5,16000,5,22000,5,0,5,1,99,0.5,3,0.088,1
2002-01-02,18:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,1.1,5,-8.3,5,46,54,1022,54,5.2,5,290,5,16000,5,22000,5,0,5,1,99,0.5,3,0.088,1
2002-01-02,19:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,5,1,5,56,1.1,5,-7.8,5,48,54,1023,54,5.7,5,310,5,16000,5,22000,5,0,5,1,99,0.5,3,0.088,1
2002-01-02,20:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,1,61,1,61,0.6,5,-7.8,5,49,54,1022,54,5.2,5,300,5,16000,5,22000,5,0,5,1,99,0.5,3,0.088,1
2002-01-02,21:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,2,61,2,61,0.6,5,-7.8,5,49,54,1022,54,4.6,5,310,5,16000,5,22000,5,0,5,1,99,0.5,3,0.088,1
2002-01-02,22:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,2,61,2,61,0.0,5,-8.3,5,49,54,1021,54,3.1,5,280,5,16000,5,22000,5,0,5,1,99,0.5,3,0.088,1
2002-01-02,23:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,0.0,5,-8.3,5,49,54,1020,54,2.1,5,300,5,16000,5,22000,5,0,5,1,99,0.5,3,0.088,1
2002-01-02,24:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,0.0,5,-8.3,5,49,54,1021,54,3.1,5,260,5,16000,5,22000,5,0,5,1,99,0.6,3,0.088,1
2002-01-03,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,3,61,2,61,-0.6,5,-8.3,5,52,54,1020,54,3.1,5,290,5,16000,5,7620,5,0,5,1,99,0.6,3,0.088,1
2002-01-03,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,5,61,4,61,-0.6,5,-10.0,5,45,54,1020,54,3.6,5,290,5,16000,5,7620,5,0,5,1,99,0.6,3,0.088,1
2002-01-03,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,6,61,5,61,-1.1,5,-9.4,5,49,54,1020,54,4.6,5,300,5,16000,5,7620,5,0,5,1,99,0.6,3,0.088,1
2002-01-03,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,5,61,4,61,-1.1,5,-9.4,5,49,54,1018,54,4.6,5,310,5,16000,5,7620,5,0,5,1,99,0.6,3,0.088,1
2002-01-03,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,7,61,6,61,-1.7,5,-9.4,5,52,54,1018,54,4.6,5,320,5,16000,5,7620,5,0,5,1,99,0.6,3,0.088,1
2002-01-03,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,6,61,6,61,-1.7,5,-8.9,5,54,54,1018,54,4.1,5,340,5,16000,5,6096,5,0,5,1,99,0.6,3,0.088,1
2002-01-03,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,6,61,5,61,-2.2,5,-8.9,5,56,54,1019,54,3.6,5,340,5,16000,5,6096,5,0,5,1,99,0.6,3,0.088,1
2002-01-03,8:00,87.2,123.4,44,908,12,9,2,75,21,2,8,9,2,-9900,99,-9900,99,-9900,99,7,61,7,61,-2.2,5,-8.9,5,56,54,1018,54,5.2,5,340,5,16000,5,4572,5,0,5,1,99,0.6,3,0.088,1
2002-01-03,9:00,80.1,132.1,243,1415,132,9,2,240,21,2,90,9,2,-9900,99,-9900,99,-9900,99,2,61,2,61,-2.2,5,-8.9,5,56,54,1018,54,3.6,5,330,5,16000,5,7620,5,0,5,1,99,0.6,3,0.088,1
2002-01-03,10:00,72.5,144.0,424,1415,169,9,2,133,21,2,129,9,2,-9900,99,-9900,99,-9900,99,7,61,6,61,-1.7,5,-8.9,5,54,54,1018,54,3.6,5,360,5,16000,5,6096,5,0,5,1,99,0.7,3,0.088,1
2002-01-03,11:00,67.0,157.5,553,1415,208,9,2,62,21,2,184,9,2,-9900,99,-9900,99,-9900,99,4,51,4,51,-1.7,5,-8.9,5,54,54,1016,51,4.1,5,340,5,16000,5,7620,5,0,5,1,99,0.6,3,0.088,1
