YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),Glo Mod (Wh/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (Wh/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod (Wh/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,TotCC (10ths),TotCC Flg,OpqCC (10ths),OpqCC Flg,Dry Bulb (C),Dry Bulb Flg,Dew Pnt (C),Dew Pnt Flg,Rel Hum (%),Rel Hum Flg,Baro Press (mbar),Baro Press Flg,Wind Speed (m/s),Wind Speed Flg,Wind Dir (deg),Wind Dir Flg,Hor Vis (m),Hor Vis Flg,Ceil Hgt (m),Ceil Hgt Flg,Liq Precip Depth (mm),Liq Precip Depth Flg,Liq Precip Quantity (hours),Liq Precip Quantity Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
2003-01-01,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,61,8,61,5.6,5,4.4,5,92,54,1015,54,3.6,5,220,5,11200,5,7620,5,0,5,1,99,2.6,3,0.088,1
2003-01-01,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,61,7,61,5.6,5,3.9,5,89,54,1015,54,4.1,5,230,5,12800,5,7620,5,0,5,1,99,2.6,3,0.088,1
2003-01-01,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,61,6,61,6.7,5,5.0,5,89,54,1016,54,3.6,5,270,5,16000,5,7620,5,0,5,1,99,2.6,3,0.088,1
2003-01-01,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,61,9,61,6.7,5,5.0,5,89,54,1015,54,0.0,5,0,54,16000,5,3048,5,0,5,1,99,2.6,3,0.088,1
2003-01-01,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,61,10,61,6.7,5,6.1,5,96,54,1015,54,0.0,5,0,54,14400,5,2743,5,0,5,1,99,2.6,3,0.088,1
2003-01-01,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,61,10,61,5.6,5,5.6,5,100,54,1015,54,1.5,5,140,5,11200,5,2896,5,0,5,1,99,2.7,3,0.088,1
2003-01-01,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,61,10,61,5.6,5,5.6,5,100,54,1016,54,2.1,5,190,5,8000,5,2134,5,0,5,1,99,2.7,3,0.088,1
2003-01-01,8:00,87.2,123.7,46,931,5,9,2,0,21,2,5,9,2,-9900,99,-9900,99,-9900,99,10,61,10,61,5.6,5,5.6,5,100,54,1016,54,2.1,5,240,5,6400,5,1676,5,0,5,1,99,2.7,3,0.088,1
2003-01-01,9:00,80.0,132.5,246,1415,52,9,2,0,21,2,52,9,2,-9900,99,-9900,99,-9900,99,10,61,10,61,6.7,5,6.7,5,100,54,1017,54,3.1,5,360,5,6400,5,1524,5,0,5,1,99,2.8,3,0.088,1
2003-01-01,10:00,72.5,144.4,426,1415,85,9,2,0,21,2,85,9,2,-9900,99,-9900,99,-9900,99,10,61,10,61,7.8,5,7.8,5,100,54,1016,54,4.6,5,20,5,11200,5,1097,5,0,5,1,99,2.8,3,0.088,1
2003-01-01,11:00,67.0,157.9,553,1415,65,9,2,0,21,2,65,9,2,-9900,99,-9900,99,-9900,99,10,61,10,61,7.2,5,7.2,5,100,54,1015,54,4.6,5,20,5,8000,5,914,5,0,5,1,99,2.8,3,0.088,1
2003-01-01,12:00,64.1,172.7,618,1415,87,9,2,0,21,2,87,9,2,-9900,99,-9900,99,-9900,99,10,61,10,61,8.3,5,8.3,5,100,54,1014,54,6.7,5,40,5,4000,5,1341,5,2,5,1,99,2.8,3,0.088,1
