YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),Glo Mod (Wh/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (Wh/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod (Wh/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,TotCC (10ths),TotCC Flg,OpqCC (10ths),OpqCC Flg,Dry Bulb (C),Dry Bulb Flg,Dew Pnt (C),Dew Pnt Flg,Rel Hum (%),Rel Hum Flg,Baro Press (mbar),Baro Press Flg,Wind Speed (m/s),Wind Speed Flg,Wind Dir (deg),Wind Dir Flg,Hor Vis (m),Hor Vis Flg,Ceil Hgt (m),Ceil Hgt Flg,Liq Precip Depth (mm),Liq Precip Depth Flg,Liq Precip Quantity (hours),Liq Precip Quantity Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
1992-01-01,1:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,5,0,0,-1.1,5,-10.0,5,47,54,1030,53,0.0,5,0,54,24000,5,22000,5,0,5,1,99,0.9,1,0.253,1
1992-01-01,2:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,5,0,0,-1.1,5,-9.4,5,49,54,1031,53,2.1,5,340,5,24000,5,22000,5,0,5,1,99,0.9,1,0.253,1
1992-01-01,3:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,5,0,0,-1.1,5,-8.9,5,51,54,1030,53,0.0,5,0,54,20800,5,22000,5,0,5,1,99,0.9,1,0.253,1
1992-01-01,4:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,5,0,0,-1.7,5,-9.4,5,52,54,1030,53,2.1,5,290,5,20800,5,22000,5,0,5,1,99,0.9,1,0.253,1
1992-01-01,5:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,5,0,0,-2.2,5,-8.9,5,56,54,1031,53,3.1,5,310,5,20800,5,22000,5,0,5,1,99,0.9,1,0.253,1
1992-01-01,6:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,5,0,0,-2.2,5,-8.3,5,59,54,1031,53,2.1,5,300,5,19200,5,22000,5,0,5,1,99,0.9,1,0.253,1
1992-01-01,7:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,0,5,0,0,-1.7,5,-8.3,5,57,54,1031,53,0.0,5,0,54,19200,5,22000,5,0,5,1,99,0.9,1,0.253,1
1992-01-01,8:00,87.2,123.7,46,931,10,10,1,0,16,1,10,10,1,-9900,99,-9900,99,-9900,99,0,5,0,0,-1.7,5,-7.8,5,59,54,1031,53,0.0,5,0,54,17600,5,22000,5,0,5,1,99,0.9,1,0.501,1
1992-01-01,9:00,80.0,132.5,246,1415,81,10,1,47,16,1,73,10,1,-9900,99,-9900,99,-9900,99,0,5,0,0,-1.1,5,-7.8,5,57,54,1031,53,0.0,5,0,54,14400,5,22000,5,0,5,1,99,0.9,1,0.501,1
1992-01-01,10:00,72.5,144.4,426,1415,181,10,1,171,16,1,129,10,1,-9900,99,-9900,99,-9900,99,0,5,0,0,1.7,5,-8.3,5,44,54,1032,53,2.6,5,250,5,14400,5,22000,5,0,5,1,99,1.0,1,0.501,1
1992-01-01,11:00,67.0,157.9,553,1415,274,10,1,264,16,1,170,10,1,-9900,99,-9900,99,-9900,99,0,5,0,0,3.3,5,-8.3,5,39,54,1030,53,1.5,5,260,5,16000,5,22000,5,0,5,1,99,1.0,1,0.501,1
1992-01-01,12:00,64.1,172.7,618,1415,326,10,1,308,16,1,191,10,1,-9900,99,-9900,99,-9900,99,0,5,0,0,5.0,5,-10.6,5,28,54,1028,53,0.0,5,0,54,17600,5,22000,5,0,5,1,99,1.0,1,0.501,1
1992-01-01,13:00,64.2,188.0,616,1415,325,10,1,307,16,1,191,10,1,-9900,99,-9900,99,-9900,99,0,5,0,0,6.1,5,-10.6,5,26,54,1027,53,2.6,5,250,5,20800,5,22000,5,0,5,1,99,1.0,1,0.501,1
1992-01-01,14:00,67.2,202.8,548,1415,270,10,1,260,16,1,169,10,1,-9900,99,-9900,99,-9900,99,0,5,0,0,5.0,5,-7.8,5,36,54,1027,53,4.1,5,240,5,16000,5,22000,5,0,5,1,99,1.0,1,0.501,1
