YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),Glo Mod (Wh/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (Wh/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod (Wh/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,TotCC (10ths),TotCC Flg,OpqCC (10ths),OpqCC Flg,Dry Bulb (C),Dry Bulb Flg,Dew Pnt (C),Dew Pnt Flg,Rel Hum (%),Rel Hum Flg,Baro Press (mbar),Baro Press Flg,Wind Speed (m/s),Wind Speed Flg,Wind Dir (deg),Wind Dir Flg,Hor Vis (m),Hor Vis Flg,Ceil Hgt (m),Ceil Hgt Flg,Liq Precip Depth (mm),Liq Precip Depth Flg,Liq Precip Quantity (hours),Liq Precip Quantity Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
2000-01-01,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,5,61,5,61,-2.8,5,-5.0,5,83,54,1022,54,0.0,5,0,54,9600,5,457,5,0,5,1,99,1.0,2,0.089,1
2000-01-01,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,61,10,61,-1.1,5,-3.9,5,79,54,1023,54,1.5,5,350,5,6400,5,122,5,0,5,1,99,1.0,2,0.089,1
2000-01-01,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,61,10,61,0.0,5,-1.7,5,87,54,1023,54,2.1,5,340,5,6400,5,122,5,0,5,1,99,1.0,2,0.089,1
2000-01-01,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,51,10,51,0.0,5,-0.6,5,95,54,1023,51,1.5,5,330,5,800,5,30,5,0,5,1,99,0.9,2,0.089,1
2000-01-01,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,61,10,61,0.0,5,-0.6,5,95,54,1023,54,2.1,5,330,5,2800,5,30,5,0,5,1,99,0.9,2,0.089,1
2000-01-01,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,56,10,1,-0.6,5,-0.6,5,100,54,1024,54,0.0,5,0,54,800,5,30,5,0,5,1,99,0.9,2,0.089,1
2000-01-01,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,56,10,1,0.0,5,0.0,5,100,54,1025,54,2.1,5,270,5,300,5,30,5,0,5,1,99,0.9,2,0.089,1
2000-01-01,8:00,87.1,124.1,48,955,5,9,2,0,21,2,5,9,2,-9900,99,-9900,99,-9900,99,10,56,10,1,0.0,5,0.0,5,100,54,1025,54,1.5,5,280,5,300,5,30,5,0,5,1,99,0.8,2,0.089,1
2000-01-01,9:00,80.0,133.1,246,1415,47,9,2,0,21,2,47,9,2,-9900,99,-9900,99,-9900,99,10,56,10,1,1.1,5,1.1,5,100,54,1025,54,1.5,5,300,5,300,5,30,5,0,5,1,99,0.8,2,0.089,1
2000-01-01,10:00,72.6,145.1,422,1415,90,9,2,0,21,2,90,9,2,-9900,99,-9900,99,-9900,99,10,56,10,1,2.2,5,2.2,5,100,54,1026,54,3.1,5,240,5,400,5,30,5,0,5,1,99,0.8,2,0.089,1
2000-01-01,11:00,67.3,158.6,546,1415,122,9,2,0,21,2,122,9,2,-9900,99,-9900,99,-9900,99,10,61,10,61,3.0,1,2.0,1,93,54,1025,54,4.1,1,230,1,1609,1,90,1,0,5,1,99,0.8,2,0.089,1
2000-01-01,12:00,64.6,173.4,607,1415,136,9,2,0,21,2,136,9,2,-9900,99,-9900,99,-9900,99,10,61,10,61,3.0,1,3.0,1,100,54,1024,54,3.6,1,250,1,3218,1,90,1,0,5,1,99,0.7,2,0.089,1
2000-01-01,13:00,64.8,188.6,603,1415,318,9,2,279,21,2,199,9,2,-9900,99,-9900,99,-9900,99,4,61,4,61,4.4,5,2.8,5,89,54,1023,54,2.6,5,220,5,4000,5,22000,5,0,5,1,99,0.7,2,0.089,1
2000-01-01,14:00,67.9,203.3,533,1415,370,9,2,578,21,2,152,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,6.1,5,3.3,5,82,54,1023,54,2.6,5,230,5,6400,5,22000,5,0,5,1,99,0.8,2,0.089,1
2000-01-01,15:00,73.5,216.6,402,1415,221,9,2,407,21,2,105,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,6.1,5,3.3,5,82,54,1023,54,3.6,5,190,5,6400,5,22000,5,0,5,1,99,0.8,2,0.089,1
2000-01-01,16:00,81.0,228.4,220,1415,118,9,2,322,21,2,68,9,2,-9900,99,-9900,99,-9900,99,3,61,3,61,6.7,5,4.4,5,85,54,1023,54,1.5,5,220,5,8000,5,22000,5,0,5,1,99,0.9,2,0.089,1
2000-01-01,17:00,87.7,236.6,31,766,9,9,2,83,21,2,5,9,2,-9900,99,-9900,99,-9900,99,2,51,1,51,6.7,5,5.0,5,89,54,1023,51,3.1,5,240,5,11200,5,22000,5,0,5,1,99,1.0,2,0.089,1
2000-01-01,18:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,1,61,0,61,5.0,5,3.9,5,93,54,1023,54,2.1,5,20,5,6400,5,22000,5,0,5,1,99,1.0,2,0.089,1
2000-01-01,19:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,56,0,1,1.7,5,1.1,5,96,54,1024,54,0.0,5,0,54,3200,5,22000,5,0,5,1,99,1.1,2,0.089,1
2000-01-01,20:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,2.2,5,1.7,5,96,54,1024,54,0.0,5,0,54,3200,5,22000,5,0,5,1,99,1.1,2,0.089,1
2000-01-01,21:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,1,61,1,61,2.2,5,1.7,5,96,54,1024,54,0.0,5,0,54,3200,5,22000,5,0,5,1,99,1.2,2,0.089,1
2000-01-01,22:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,2,61,1,61,-0.6,5,-1.1,5,96,54,1024,54,0.0,5,0,54,2400,5,22000,5,0,5,1,99,1.3,2,0.089,1
2000-01-01,23:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,61,10,61,-0.6,5,-1.1,5,96,54,1024,54,0.0,5,0,54,400,5,30,5,0,5,1,99,1.3,2,0.089,1
2000-01-01,24:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,56,10,1,-0.6,5,-1.1,5,96,54,1023,54,0.0,5,0,54,300,5,30,5,0,5,1,99,1.4,2,0.089,1
