YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),Glo Mod (Wh/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (Wh/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod (Wh/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,TotCC (10ths),TotCC Flg,OpqCC (10ths),OpqCC Flg,Dry Bulb (C),Dry Bulb Flg,Dew Pnt (C),Dew Pnt Flg,Rel Hum (%),Rel Hum Flg,Baro Press (mbar),Baro Press Flg,Wind Speed (m/s),Wind Speed Flg,Wind Dir (deg),Wind Dir Flg,Hor Vis (m),Hor Vis Flg,Ceil Hgt (m),Ceil Hgt Flg,Liq Precip Depth (mm),Liq Precip Depth Flg,Liq Precip Quantity (hours),Liq Precip Quantity Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
2005-01-01,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,3,61,1,61,7.8,1,4.4,1,79,54,1021,1,4.1,1,260,1,12000,1,22000,1,0,1,6,99,1.5,3,0.089,1
2005-01-01,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,7.2,5,3.9,5,80,54,1021,5,4.1,5,260,5,11265,5,22000,5,0,5,1,99,1.4,3,0.089,1
2005-01-01,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,7.2,5,3.9,5,80,54,1021,51,2.6,5,270,5,9656,5,22000,5,0,5,1,99,1.3,3,0.089,1
2005-01-01,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,7.2,5,3.9,5,80,54,1021,51,3.6,5,250,5,9656,5,22000,5,0,5,1,99,1.2,3,0.089,1
2005-01-01,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,7.2,5,4.4,5,82,54,1021,51,3.6,5,250,5,9656,5,22000,5,0,5,1,99,1.1,3,0.089,1
2005-01-01,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,8,61,8,61,6.7,5,3.9,5,82,54,1021,51,3.6,5,250,5,9656,5,22000,5,0,5,1,99,1.0,3,0.089,1
2005-01-01,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,5,61,5,61,7.2,1,4.4,1,82,54,1021,1,3.6,1,260,1,11000,1,22000,1,0,1,6,99,0.9,3,0.089,1
2005-01-01,8:00,87.1,124.0,48,955,7,9,2,13,21,2,6,9,2,-9900,99,-9900,99,-9900,99,2,61,2,61,6.1,5,3.9,5,86,54,1022,51,2.6,5,260,5,6437,5,22000,5,0,5,1,99,0.9,3,0.089,1
2005-01-01,9:00,80.0,133.0,246,1415,75,9,2,39,21,2,68,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,8.3,5,5.0,5,80,54,1023,51,3.6,5,270,5,9656,5,22000,5,0,5,1,99,0.9,3,0.089,1
2005-01-01,10:00,72.6,145.0,423,1415,251,9,2,439,21,2,120,9,2,-9900,99,-9900,99,-9900,99,0,56,0,1,10.0,5,6.1,5,77,54,1023,5,4.1,5,250,5,11265,5,22000,5,0,5,1,99,0.9,3,0.089,1
