YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),Glo Mod (Wh/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (Wh/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod (Wh/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,TotCC (10ths),TotCC Flg,OpqCC (10ths),OpqCC Flg,Dry Bulb (C),Dry Bulb Flg,Dew Pnt (C),Dew Pnt Flg,Rel Hum (%),Rel Hum Flg,Baro Press (mbar),Baro Press Flg,Wind Speed (m/s),Wind Speed Flg,Wind Dir (deg),Wind Dir Flg,Hor Vis (m),Hor Vis Flg,Ceil Hgt (m),Ceil Hgt Flg,Liq Precip Depth (mm),Liq Precip Depth Flg,Liq Precip Quantity (hours),Liq Precip Quantity Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
1998-01-01,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,1,56,0,1,-8.9,5,-18.3,5,42,54,1025,51,5.2,5,310,5,16000,5,22000,5,0,5,1,99,0.6,1,0.089,1
1998-01-01,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,1,56,0,1,-9.4,5,-16.7,5,51,54,1026,54,3.6,5,300,5,16000,5,22000,5,0,5,1,99,0.6,1,0.089,1
1998-01-01,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,1,56,0,1,-10.0,5,-18.3,5,47,54,1027,54,4.1,5,320,5,16000,5,22000,5,0,5,1,99,0.6,1,0.089,1
1998-01-01,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,1,56,0,1,-10.0,5,-17.8,5,49,54,1028,54,4.6,5,310,5,16000,5,22000,5,0,5,1,99,0.6,1,0.089,1
1998-01-01,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-10.6,5,-17.2,5,55,54,1029,54,4.1,5,310,5,16000,5,22000,5,0,5,1,99,0.6,1,0.089,1
1998-01-01,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-10.6,5,-17.8,5,52,54,1029,54,2.6,5,320,5,16000,5,22000,5,0,5,1,99,0.6,1,0.089,1
1998-01-01,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-11.1,5,-17.2,5,57,54,1030,51,3.1,5,310,5,16000,5,22000,5,0,5,1,99,0.6,1,0.089,1
1998-01-01,8:00,87.1,124.0,48,955,14,9,2,167,21,2,5,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-10.6,5,-18.3,5,49,54,1031,54,3.1,5,300,5,16000,5,22000,5,0,5,1,99,0.6,1,0.089,1
1998-01-01,9:00,80.0,133.0,246,1415,145,9,2,509,21,2,56,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-10.0,5,-17.8,5,49,54,1032,54,2.6,5,300,5,16000,5,22000,5,0,5,1,99,0.6,1,0.089,1
1998-01-01,10:00,72.6,145.0,423,1415,287,9,2,712,21,2,74,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-8.3,5,-17.2,5,45,54,1032,54,3.1,5,240,5,16000,5,22000,5,0,5,1,99,0.7,1,0.089,1
1998-01-01,11:00,67.3,158.5,546,1415,389,9,2,787,21,2,85,9,2,-9900,99,-9900,99,-9900,99,1,61,1,61,-6.1,5,-17.2,5,37,54,1032,54,3.6,5,280,5,16000,5,22000,5,0,5,1,99,0.7,1,0.089,1
