YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),Glo Mod (Wh/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (Wh/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod (Wh/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,TotCC (10ths),TotCC Flg,OpqCC (10ths),OpqCC Flg,Dry Bulb (C),Dry Bulb Flg,Dew Pnt (C),Dew Pnt Flg,Rel Hum (%),Rel Hum Flg,Baro Press (mbar),Baro Press Flg,Wind Speed (m/s),Wind Speed Flg,Wind Dir (deg),Wind Dir Flg,Hor Vis (m),Hor Vis Flg,Ceil Hgt (m),Ceil Hgt Flg,Liq Precip Depth (mm),Liq Precip Depth Flg,Liq Precip Quantity (hours),Liq Precip Quantity Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
1996-01-01,1:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,51,10,51,0.8,51,-0.7,51,89,54,1010,61,0.0,51,0,54,-9900,99,2400,51,-9900,99,-9900,99,1.1,1,0.087,1
1996-01-01,2:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,51,10,51,1.0,51,-0.5,51,89,54,1010,61,0.0,51,0,54,-9900,99,2400,51,-9900,99,-9900,99,1.1,1,0.087,1
1996-01-01,3:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,51,10,51,1.1,51,-0.4,51,89,54,1010,61,0.0,51,0,54,-9900,99,2400,51,-9900,99,-9900,99,1.2,1,0.087,1
1996-01-01,4:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,51,10,51,1.1,51,-0.4,51,89,54,1010,61,0.0,51,0,54,-9900,99,2400,51,-9900,99,-9900,99,1.2,1,0.087,1
1996-01-01,5:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,51,10,51,1.3,51,-0.3,51,89,54,1010,61,0.0,51,0,54,-9900,99,2400,51,-9900,99,-9900,99,1.2,1,0.087,1
1996-01-01,6:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,51,10,51,1.3,51,-0.2,51,90,54,1010,61,0.0,51,0,54,-9900,99,2400,51,-9900,99,-9900,99,1.2,1,0.087,1
1996-01-01,7:00,99.0,-99.0,0,0,0,0,1,0,0,1,0,0,1,-9900,99,-9900,99,-9900,99,10,56,10,1,1.6,1,0.0,1,89,54,1010,61,0.0,1,0,54,3219,1,2400,1,0,1,6,99,1.2,1,0.087,1
1996-01-01,8:00,87.0,123.9,49,955,6,24,1,0,27,1,6,24,1,-9900,99,-9900,99,-9900,99,10,56,10,1,1.6,1,0.0,1,89,54,1010,61,0.0,1,0,54,3219,1,2400,1,-9900,99,-9900,99,1.3,1,0.038,1
1996-01-01,9:00,79.8,132.8,250,1415,79,24,1,39,27,1,72,24,1,-9900,99,-9900,99,-9900,99,10,56,9,1,1.6,1,-1.2,1,81,54,1010,61,3.6,1,20,1,8047,1,2400,1,-9900,99,-9900,99,1.3,1,0.038,1
1996-01-01,10:00,72.4,144.8,429,1415,186,24,1,48,27,1,171,24,1,-9900,99,-9900,99,-9900,99,10,56,9,1,3.3,1,-3.9,1,57,54,1010,61,5.1,1,30,1,8047,1,2400,1,-9900,99,-9900,99,1.3,1,0.038,1
1996-01-01,11:00,66.9,158.3,554,1415,284,24,1,500,27,1,88,24,1,-9900,99,-9900,99,-9900,99,4,56,3,1,3.8,1,-3.9,1,55,54,1010,61,5.1,1,20,1,12875,1,22000,1,-9900,99,-9900,99,1.3,1,0.038,1
1996-01-01,12:00,64.1,173.1,617,1415,299,24,1,63,27,1,272,24,1,-9900,99,-9900,99,-9900,99,10,56,9,1,5.0,1,-3.4,1,53,54,1010,61,5.1,1,30,1,12875,1,22000,1,-9900,99,-9900,99,1.3,1,0.038,1
