YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),Glo Mod (Wh/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (Wh/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod (Wh/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,TotCC (10ths),TotCC Flg,OpqCC (10ths),OpqCC Flg,Dry Bulb (C),Dry Bulb Flg,Dew Pnt (C),Dew Pnt Flg,Rel Hum (%),Rel Hum Flg,Baro Press (mbar),Baro Press Flg,Wind Speed (m/s),Wind Speed Flg,Wind Dir (deg),Wind Dir Flg,Hor Vis (m),Hor Vis Flg,Ceil Hgt (m),Ceil Hgt Flg,Liq Precip Depth (mm),Liq Precip Depth Flg,Liq Precip Quantity (hours),Liq Precip Quantity Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
1999-01-01,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,61,9,61,-7.0,1,-10.0,1,77,54,1001,54,2.6,1,250,1,24140,1,3000,1,-9900,99,-9900,99,0.6,1,0.085,1
1999-01-01,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,61,10,61,-7.0,1,-10.0,1,77,54,1001,54,3.1,1,240,1,24140,1,3000,1,-9900,99,-9900,99,0.6,1,0.085,1
1999-01-01,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,61,9,61,-7.0,1,-10.0,1,77,54,1001,54,2.6,1,270,1,24140,1,2700,1,-9900,99,-9900,99,0.6,1,0.085,1
1999-01-01,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,9,1,9,56,-6.0,1,-9.0,1,77,54,1001,54,4.6,1,280,1,24140,1,4500,1,-9900,99,-9900,99,0.6,1,0.085,1
1999-01-01,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-6.0,1,-9.0,1,77,54,1001,54,3.1,1,260,1,24140,1,4500,1,-9900,99,-9900,99,0.7,1,0.085,1
1999-01-01,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-6.0,1,-10.0,1,70,54,1001,54,5.1,1,270,1,24140,1,4500,1,-9900,99,-9900,99,0.7,1,0.085,1
1999-01-01,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-6.0,1,-10.0,1,70,54,1002,54,5.1,1,280,1,24140,1,22000,1,-9900,99,-9900,99,0.7,1,0.085,1
1999-01-01,8:00,87.3,123.8,43,908,12,9,2,154,21,2,4,9,2,-9900,99,-9900,99,-9900,99,3,61,3,61,-6.0,1,-10.0,1,70,54,1002,54,5.7,1,260,1,16093,1,22000,1,-9900,99,-9900,99,0.7,1,0.085,1
1999-01-01,9:00,80.2,132.6,241,1415,140,9,2,497,21,2,55,9,2,-9900,99,-9900,99,-9900,99,0,61,0,61,-4.0,1,-11.0,1,54,54,1002,54,5.7,1,280,1,16093,1,22000,1,-9900,99,-9900,99,0.7,1,0.085,1
1999-01-01,10:00,72.8,144.5,419,1415,274,9,2,499,21,2,126,9,2,-9900,99,-9900,99,-9900,99,5,61,5,61,-3.0,1,-13.0,1,42,54,1004,54,6.2,1,270,1,16093,1,22000,1,-9900,99,-9900,99,0.7,1,0.085,1
1999-01-01,11:00,67.3,158.0,545,1415,184,9,2,55,21,2,163,9,2,-9900,99,-9900,99,-9900,99,8,61,8,61,-4.0,1,-14.0,1,41,54,1004,51,7.2,1,280,1,12874,1,1350,1,-9900,99,-9900,99,0.7,1,0.085,1
1999-01-01,12:00,64.5,172.8,609,1415,129,9,2,0,21,2,129,9,2,-9900,99,-9900,99,-9900,99,8,51,8,51,-3.5,51,-14.3,51,39,54,1005,51,6.9,51,280,51,-9900,99,1400,51,-9900,99,-9900,99,0.7,1,0.085,1
1999-01-01,13:00,64.6,188.0,608,1415,364,9,2,321,21,2,226,9,2,-9900,99,-9900,99,-9900,99,8,51,8,51,-3.1,51,-14.6,51,36,54,1006,51,6.5,51,290,51,-9900,99,1450,51,-9900,99,-9900,99,0.7,1,0.085,1
1999-01-01,14:00,67.6,202.8,540,1415,76,9,2,0,21,2,76,9,2,-9900,99,-9900,99,-9900,99,8,61,8,61,-3.0,1,-15.0,1,35,54,1006,54,6.2,1,290,1,12874,1,1500,1,-9900,99,-9900,99,0.7,1,0.085,1
