YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),Glo Mod (Wh/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (Wh/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod (Wh/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,TotCC (10ths),TotCC Flg,OpqCC (10ths),OpqCC Flg,Dry Bulb (C),Dry Bulb Flg,Dew Pnt (C),Dew Pnt Flg,Rel Hum (%),Rel Hum Flg,Baro Press (mbar),Baro Press Flg,Wind Speed (m/s),Wind Speed Flg,Wind Dir (deg),Wind Dir Flg,Hor Vis (m),Hor Vis Flg,Ceil Hgt (m),Ceil Hgt Flg,Liq Precip Depth (mm),Liq Precip Depth Flg,Liq Precip Quantity (hours),Liq Precip Quantity Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
2010-01-01,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,55,10,53,-1.1,5,-1.7,5,95,54,1010,51,0.0,5,0,54,4023,5,610,5,0,5,1,99,1.3,3,0.089,1
2010-01-01,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,55,10,53,-1.0,5,-2.0,5,92,54,1009,51,0.0,5,0,54,4023,5,610,5,0,1,1,99,1.3,51,0.089,1
2010-01-01,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,55,10,53,-1.7,5,-1.7,5,100,54,1009,51,0.0,5,0,54,4023,5,610,5,0,5,1,99,1.3,51,0.089,1
2010-01-01,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,55,10,53,-1.1,5,-1.7,5,95,54,1008,51,0.0,5,0,54,8047,5,549,5,0,5,1,99,1.3,3,0.089,1
2010-01-01,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,55,10,53,-1.0,5,-2.0,5,92,54,1008,51,0.0,5,0,54,9656,5,2438,5,0,5,1,99,1.2,51,0.089,1
2010-01-01,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,55,10,53,-1.1,5,-2.2,5,91,54,1008,51,0.0,5,0,54,9656,5,2438,5,0,5,1,99,1.2,51,0.089,1
2010-01-01,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,55,10,53,-1.7,5,-2.2,5,96,54,1007,51,0.0,5,0,54,4828,5,2286,5,0,5,1,99,1.1,3,0.089,1
2010-01-01,8:00,87.4,124.0,37,837,11,9,2,138,21,2,5,9,2,-9900,99,-9900,99,-9900,99,10,55,10,53,-2.0,5,-2.0,5,100,54,1007,51,0.0,5,0,54,4828,5,2134,5,0,5,1,99,1.1,51,0.089,1
2010-01-01,9:00,80.7,132.5,229,1415,132,9,2,475,21,2,55,9,2,-9900,99,-9900,99,-9900,99,10,55,10,53,-1.1,5,-1.7,5,95,54,1007,51,0.0,5,0,54,4828,5,2134,5,0,5,1,99,1.0,51,0.089,1
2010-01-01,10:00,73.3,144.4,407,1415,272,9,2,693,21,2,73,9,2,-9900,99,-9900,99,-9900,99,10,55,10,53,0.6,5,-1.1,5,87,54,1006,51,0.0,5,0,54,6437,5,2286,5,0,5,1,99,1.0,3,0.089,1
2010-01-01,11:00,67.9,157.9,532,1415,379,9,2,587,21,2,158,9,2,-9900,99,-9900,99,-9900,99,10,55,10,53,1.7,5,-1.1,5,81,54,1006,51,0.0,5,0,54,9656,5,914,5,0,5,1,99,1.0,51,0.089,1
2010-01-01,12:00,65.0,172.6,597,1415,239,9,2,110,21,2,193,9,2,-9900,99,-9900,99,-9900,99,10,56,10,1,1.7,5,-1.1,5,81,54,1006,5,0.0,5,0,54,11265,5,1280,5,0,5,1,99,1.0,51,0.089,1
2010-01-01,13:00,65.1,187.8,596,1415,130,9,2,0,21,2,130,9,2,-9900,99,-9900,99,-9900,99,10,56,10,1,2.2,5,-1.1,5,78,54,1005,5,0.0,5,0,54,12875,5,1219,5,0,5,1,99,1.0,3,0.089,1
2010-01-01,14:00,68.0,202.5,530,1415,190,9,2,72,21,2,163,9,2,-9900,99,-9900,99,-9900,99,10,56,10,1,2.2,5,-1.1,5,78,54,1005,5,0.0,5,0,54,14484,5,1219,5,0,5,1,99,1.0,51,0.089,1
2010-01-01,15:00,73.4,215.9,403,1415,76,9,2,0,21,2,76,9,2,-9900,99,-9900,99,-9900,99,10,56,10,1,2.2,5,-0.6,5,81,54,1004,5,0.0,5,0,54,14484,5,1280,5,0,5,1,99,1.0,51,0.089,1
2010-01-01,16:00,80.9,227.8,224,1415,132,9,2,290,21,2,86,9,2,-9900,99,-9900,99,-9900,99,10,56,10,1,2.2,5,-0.6,5,81,54,1004,5,0.0,5,0,54,14484,5,1341,5,0,5,1,99,1.0,3,0.089,1
2010-01-01,17:00,87.6,236.3,34,814,3,9,2,81,21,2,0,9,2,-9900,99,-9900,99,-9900,99,10,56,10,1,1.7,5,-0.6,5,84,54,1004,5,0.0,5,0,54,14484,5,1067,5,0,5,1,99,0.9,51,0.089,1
2010-01-01,18:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,56,10,1,1.1,5,-0.6,5,88,54,1004,5,0.0,5,0,54,12875,5,1524,5,0,5,1,99,0.9,51,0.089,1
2010-01-01,19:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,56,10,1,0.6,5,-1.1,5,87,54,1003,5,0.0,5,0,54,11265,5,1981,5,0,5,1,99,0.8,3,0.089,1
