,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,GHI_yesterday,GHI_Avg_Week,GHI_Avg_Month
2010-01-02 11:00:00,2010,1,2,11,0,516,90,858,1.9169719219207764,6.777764892578148,60.2816047656402,527.0,,
2010-01-02 12:00:00,2010,1,2,12,0,583,94,888,2.1049489974975586,8.600396728515648,56.62387951216297,595.0,,
2010-01-02 13:00:00,2010,1,2,13,0,586,94,889,2.183011293411255,9.656457519531275,56.4569097436874,597.0,,
2010-01-02 14:00:00,2010,1,2,14,0,524,90,862,2.25563383102417,9.967309570312525,59.81027700900428,533.0,,
2010-01-02 15:00:00,2010,1,2,15,0,404,80,799,2.451226234436035,9.4537292480469,66.14520782066154,410.0,,
2010-01-02 16:00:00,2010,1,2,16,0,241,62,674,2.6385512351989746,7.788140869140648,74.69630798012813,244.0,,
2010-01-02 17:00:00,2010,1,2,17,0,73,40,361,3.1468913555145264,5.221124267578149,84.77949794584842,74.0,,
2010-01-02 18:00:00,2010,1,2,18,0,0,0,0,3.649157762527466,4.528710937500024,95.89433878376785,0.0,,
2010-01-02 19:00:00,2010,1,2,19,0,0,0,0,3.9121267795562735,4.037622070312524,107.68926180508991,0.0,,
2010-01-02 20:00:00,2010,1,2,20,0,0,0,0,4.015723705291748,3.5470825195312727,119.92168753391064,0.0,,
2010-01-02 21:00:00,2010,1,2,21,0,0,0,0,3.959113597869873,3.0561157226562727,132.39960589654214,0.0,,
2010-01-02 22:00:00,2010,1,2,22,0,0,0,0,3.773792505264282,2.5391174316406477,144.91935236852225,0.0,,
2010-01-02 23:00:00,2010,1,2,23,0,0,0,0,3.5134410858154297,2.0340515136718977,157.09342553601016,0.0,,
2010-01-03 00:00:00,2010,1,3,0,0,0,0,0,3.2535808086395264,1.5670715332031475,167.3384492609213,0.0,,
2010-01-03 01:00:00,2010,1,3,1,0,0,0,0,3.066190481185913,1.1147094726562727,168.02749871160083,0.0,,
2010-01-03 02:00:00,2010,1,3,2,0,0,0,0,2.949742317199707,0.6534667968750227,158.22638302049853,0.0,,
2010-01-03 03:00:00,2010,1,3,3,0,0,0,0,2.7685546875,0.17461547851564774,146.1277287647319,0.0,,
2010-01-03 04:00:00,2010,1,3,4,0,0,0,0,2.486398220062256,-0.18012084960935226,133.615705346597,0.0,,
2010-01-03 05:00:00,2010,1,3,5,0,0,0,0,2.1724636554718018,-0.4701599121093522,121.11958814979944,0.0,,
2010-01-03 06:00:00,2010,1,3,6,0,0,0,0,1.7768725156784058,-0.7298950195312273,108.8495164760076,0.0,,
2010-01-03 07:00:00,2010,1,3,7,0,0,0,0,1.3544189929962158,-0.6712097167968523,96.99498534785818,0.0,,
2010-01-03 08:00:00,2010,1,3,8,0,44,24,270,1.0194759368896484,0.3511291503906477,85.79062002363092,45.0,,
2010-01-03 09:00:00,2010,1,3,9,0,16,16,0,0.6873404383659363,1.8233581542968973,75.57595906520875,222.0,,
2010-01-03 10:00:00,2010,1,3,10,0,31,31,0,0.1652074158191681,4.364282226562524,66.83353061239859,390.0,,
2010-01-03 11:00:00,2010,1,3,11,0,151,151,0,0.4314847588539124,6.505700683593773,60.23244543614923,516.0,,
2010-01-03 12:00:00,2010,1,3,12,0,366,259,194,0.9535584449768066,8.116326904296898,56.543085105186215,583.0,,
2010-01-03 13:00:00,2010,1,3,13,0,113,113,0,1.5529425144195557,7.977288818359398,56.347757186814654,586.0,,
2010-01-03 14:00:00,2010,1,3,14,0,121,121,0,2.1830525398254395,7.321466064453148,59.68117196745308,524.0,,
2010-01-03 15:00:00,2010,1,3,15,0,39,39,0,2.769371747970581,6.344842529296898,66.00534836425442,404.0,,
2010-01-03 16:00:00,2010,1,3,16,0,49,49,0,3.3681147098541264,4.625848388671899,74.55238362457695,241.0,,
2010-01-03 17:00:00,2010,1,3,17,0,75,40,370,3.598292112350464,2.6523681640625227,84.63533098322475,73.0,,
2010-01-03 18:00:00,2010,1,3,18,0,0,0,0,3.8283262252807617,1.3908935546875227,95.7516580545415,0.0,,
2010-01-03 19:00:00,2010,1,3,19,0,0,0,0,3.93165922164917,0.3206726074218977,107.54868248076679,0.0,,
2010-01-03 20:00:00,2010,1,3,20,0,0,0,0,3.962418794631958,-0.7442687988281023,119.78302374232237,0.0,,
2010-01-03 21:00:00,2010,1,3,21,0,0,0,0,3.899005889892578,-1.7626708984374773,132.26198493583388,0.0,,
2010-01-03 22:00:00,2010,1,3,22,0,0,0,0,3.793576955795288,-2.7260803222656023,144.78092912218017,0.0,,
2010-01-03 23:00:00,2010,1,3,23,0,0,0,0,3.663875341415405,-3.5266174316406023,156.95086537906005,0.0,,
2010-01-04 00:00:00,2010,1,4,0,0,0,0,0,3.5444338321685787,-4.148260498046851,167.19652578495433,0.0,,
2010-01-04 01:00:00,2010,1,4,1,0,0,0,0,3.4858510494232178,-4.597753906249976,167.98773766856502,0.0,,
2010-01-04 02:00:00,2010,1,4,2,0,0,0,0,3.49576997756958,-4.862799072265601,158.25824624546422,0.0,,
2010-01-04 03:00:00,2010,1,4,3,0,0,0,0,3.634803295135498,-4.954565429687476,146.17719034955962,0.0,,
2010-01-04 04:00:00,2010,1,4,4,0,0,0,0,3.782831907272339,-4.992254638671851,133.66802526987982,0.0,,
2010-01-04 05:00:00,2010,1,4,5,0,0,0,0,3.864523410797119,-5.041296386718726,121.16869838498351,0.0,,
2010-01-04 06:00:00,2010,1,4,6,0,0,0,0,3.9031193256378174,-5.083258056640601,108.8915377668798,0.0,,
2010-01-04 07:00:00,2010,1,4,7,0,0,0,0,3.8499038219451904,-5.007177734374976,97.02642174832864,0.0,,
2010-01-04 08:00:00,2010,1,4,8,0,45,25,284,3.773503303527832,-3.687017822265602,85.80758697497788,44.0,,
2010-01-04 09:00:00,2010,1,4,9,0,225,64,646,3.8418822288513184,-1.988439941406228,75.57380111464927,16.0,,
2010-01-04 10:00:00,2010,1,4,10,0,397,81,802,3.701975345611572,-0.2333740234374773,66.80682290105685,31.0,,
2010-01-04 11:00:00,2010,1,4,11,0,526,90,875,3.5844688415527344,1.3453918457031475,60.176065990713646,151.0,,
2010-01-04 12:00:00,2010,1,4,12,0,597,95,907,3.551265478134156,2.5211120605468977,56.45488333764895,366.0,,
2010-01-04 13:00:00,2010,1,4,13,0,602,95,912,3.4758565425872803,3.202325439453148,56.23146203264746,113.0,,
2010-01-04 14:00:00,2010,1,4,14,0,541,91,888,3.382750988006592,3.287896728515648,59.54563557071503,121.0,,
2010-01-04 15:00:00,2010,1,4,15,0,421,81,829,3.2910001277923584,2.7223144531250227,65.860005952206,39.0,,
2010-01-04 16:00:00,2010,1,4,16,0,254,64,709,3.1047720909118652,1.3322082519531475,74.403935052696,49.0,,
2010-01-04 17:00:00,2010,1,4,17,0,80,41,403,2.8964078426361084,-0.9604248046874772,84.48748377523704,75.0,,
2010-01-04 18:00:00,2010,1,4,18,0,0,0,0,2.8534483909606934,-1.6255859374999773,95.6059877552772,0.0,,
2010-01-04 19:00:00,2010,1,4,19,0,0,0,0,2.7402491569519043,-1.9894470214843525,107.40564478572887,0.0,,
2010-01-04 20:00:00,2010,1,4,20,0,0,0,0,2.596254110336304,-2.222448730468728,119.64226854877279,0.0,,
2010-01-04 21:00:00,2010,1,4,21,0,0,0,0,2.4221229553222656,-2.4629577636718523,132.1224435394335,0.0,,
2010-01-04 22:00:00,2010,1,4,22,0,0,0,0,2.2561826705932617,-2.715856933593728,144.6404550116119,0.0,,
2010-01-04 23:00:00,2010,1,4,23,0,0,0,0,2.0915422439575195,-2.933020019531228,156.8054847065569,0.0,,
2010-01-05 00:00:00,2010,1,5,0,0,0,0,0,1.864224910736084,-3.093054199218728,167.04908183590862,0.0,,
2010-01-05 01:00:00,2010,1,5,1,0,0,0,0,1.5101007223129272,-3.072546386718728,167.93911534915478,0.0,,
2010-01-05 02:00:00,2010,1,5,2,0,0,0,0,1.1674630641937256,-2.796057128906228,158.2839074259752,0.0,,
2010-01-05 03:00:00,2010,1,5,3,0,0,0,0,1.0910979509353638,-2.8635009765624773,146.22159103866878,0.0,,
2010-01-05 04:00:00,2010,1,5,4,0,0,0,0,1.2192609310150146,-3.2553771972656023,133.71561041695313,0.0,,
2010-01-05 05:00:00,2010,1,5,5,0,0,0,0,1.373948574066162,-3.5198425292968523,121.21305512735607,0.0,,
2010-01-05 06:00:00,2010,1,5,6,0,0,0,0,1.4768114089965818,-3.6471008300781023,108.92859922228426,0.0,,
2010-01-05 07:00:00,2010,1,5,7,0,0,0,0,1.5430340766906738,-3.5909179687499773,97.05256423303958,0.0,,
2010-01-05 08:00:00,2010,1,5,8,0,44,24,276,1.504902720451355,-2.0449890136718523,85.81882812303333,45.0,,
2010-01-05 09:00:00,2010,1,5,9,0,220,63,632,1.4032518863677979,0.18621215820314774,75.56540847221461,225.0,,
2010-01-05 10:00:00,2010,1,5,10,0,318,126,486,1.2025485038757324,2.0194946289062727,66.77335030619362,397.0,,
2010-01-05 11:00:00,2010,1,5,11,0,385,199,375,0.8985442519187927,3.5285888671875227,60.11247951544792,526.0,,
2010-01-05 12:00:00,2010,1,5,12,0,584,93,886,0.6062358617782593,4.571466064453149,56.359306434111424,597.0,,
2010-01-05 13:00:00,2010,1,5,13,0,503,158,617,0.514224112033844,5.153405761718774,56.10807641573695,602.0,,
2010-01-05 14:00:00,2010,1,5,14,0,528,89,861,0.7115154862403871,4.927423095703149,59.40374045757882,541.0,,
2010-01-05 15:00:00,2010,1,5,15,0,410,80,801,0.9565011858940125,4.093499755859399,65.70927066668247,421.0,,
2010-01-05 16:00:00,2010,1,5,16,0,248,63,683,1.4268258810043335,2.5122619628906477,74.25106370403532,254.0,,
2010-01-05 17:00:00,2010,1,5,17,0,78,41,381,2.2343506813049316,0.4352661132812728,84.33606292730596,80.0,,
2010-01-05 18:00:00,2010,1,5,18,0,0,0,0,2.766800880432129,-0.17822875976560226,95.4574349551851,0.0,,
2010-01-05 19:00:00,2010,1,5,19,0,0,0,0,3.035249948501587,-0.4947875976562273,107.26025276949132,0.0,,
2010-01-05 20:00:00,2010,1,5,20,0,0,0,0,3.218442440032959,-0.7581237792968523,119.49952042778223,0.0,,
2010-01-05 21:00:00,2010,1,5,21,0,0,0,0,3.377269744873047,-1.0226196289062273,131.98107256172528,0.0,,
2010-01-05 22:00:00,2010,1,5,22,0,0,0,0,3.52854061126709,-1.2702392578124773,144.49801210527528,0.0,,
2010-01-05 23:00:00,2010,1,5,23,0,0,0,0,3.676300287246704,-1.4920715332031025,156.65736197453086,0.0,,
2010-01-06 00:00:00,2010,1,6,0,0,0,0,0,3.805802822113037,-1.6917785644531025,166.89624684127932,0.0,,
