,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windGust,windSpeed
2018-12-10 00:00:00,24.76,1.0,23.36,0.73,cloudy,321.31,0.0,0.0002,0.01,snow,1020.79,Overcast,30.86,0,10,320,8.28,6.15
2018-12-10 01:00:00,24.03,0.99,23.25,0.75,cloudy,322.46,0.0,0.0002,0.01,snow,1019.88,Overcast,30.35,0,10,337,8.22,6.3
2018-12-10 02:00:00,23.02,0.94,23.54,0.76,cloudy,323.34,0.01,0.0011,0.01,snow,1019.23,Overcast,30.28,0,10,349,11.36,7.59
2018-12-10 03:00:00,22.26,0.67,24.03,0.76,partly-cloudy-night,324.01,,0.0,0.0,,1018.87,Mostly Cloudy,30.57,0,10,4,14.88,9.44
2018-12-10 04:00:00,21.63,0.76,24.37,0.77,partly-cloudy-night,324.46,0.005,0.0005,0.01,snow,1018.53,Mostly Cloudy,30.62,0,10,12,16.98,10.76
2018-12-10 05:00:00,20.17,0.7,24.32,0.79,partly-cloudy-night,324.73,,0.0,0.0,,1018.71,Mostly Cloudy,30.1,0,10,16,17.27,12.49
2018-12-10 06:00:00,19.48,0.52,24.82,0.81,partly-cloudy-night,324.97,,0.0,0.0,,1018.78,Partly Cloudy,29.85,0,10,13,19.15,13.35
2018-12-10 07:00:00,19.78,0.38,25.13,0.81,partly-cloudy-night,325.5,,0.0,0.0,,1018.92,Partly Cloudy,30.27,0,10,13,20.25,13.93
2018-12-10 08:00:00,21.26,0.33,25.19,0.77,partly-cloudy-day,326.56,,0.0,0.0,,1019.13,Partly Cloudy,31.5,0,10,14,20.28,14.19
2018-12-10 09:00:00,23.24,0.31,25.06,0.72,partly-cloudy-day,327.91,,0.0,0.0,,1019.44,Partly Cloudy,33.05,0,10,16,19.56,14.18
2018-12-10 10:00:00,25.33,0.29,24.72,0.67,partly-cloudy-day,329.02,,0.0,0.0,,1019.63,Partly Cloudy,34.61,1,10,16,18.32,13.87
2018-12-10 11:00:00,27.34,0.25,24.11,0.62,partly-cloudy-day,329.86,,0.0,0.0,,1019.62,Partly Cloudy,35.96,1,10,13,16.31,13.09
2018-12-10 12:00:00,29.48,0.2,23.32,0.57,clear-day,330.53,,0.0,0.0,,1019.56,Clear,37.32,2,10,8,13.76,12.0
2018-12-10 13:00:00,30.9,0.15,22.73,0.53,clear-day,331.02,,0.0003,0.02,rain,1019.49,Clear,38.14,1,10,4,11.87,11.04
2018-12-10 14:00:00,31.56,0.1,22.52,0.52,clear-day,331.02,,0.0004,0.02,rain,1019.45,Clear,38.42,1,10,1,11.3,10.27
2018-12-10 15:00:00,31.28,0.04,22.48,0.53,clear-day,330.84,,0.0003,0.02,rain,1019.45,Clear,37.96,0,10,1,11.4,9.62
2018-12-10 16:00:00,30.27,0.0,22.45,0.55,clear-day,331.06,,0.0003,0.01,rain,1019.57,Clear,36.96,0,10,1,11.33,9.19
2018-12-10 17:00:00,28.32,0.0,22.31,0.59,clear-night,331.98,,0.0002,0.01,rain,1020.01,Clear,35.34,0,10,2,10.71,9.08
2018-12-10 18:00:00,26.23,0.0,22.16,0.62,clear-night,333.3,,0.0,0.0,,1020.6,Clear,33.69,0,10,4,9.98,9.21
2018-12-10 19:00:00,24.48,0.01,22.12,0.66,clear-night,334.61,,0.0,0.0,,1021.06,Clear,32.29,0,10,8,9.54,9.25
2018-12-10 20:00:00,23.36,0.08,22.11,0.68,clear-night,335.77,,0.0,0.0,,1021.27,Clear,31.36,0,10,12,9.42,9.21
2018-12-10 21:00:00,22.63,0.17,22.26,0.7,clear-night,336.91,,0.0,0.0,,1021.37,Clear,30.73,0,10,17,9.36,9.11
2018-12-10 22:00:00,22.29,0.24,22.36,0.72,clear-night,337.82,,0.0,0.0,,1021.44,Clear,30.3,0,10,22,9.09,8.79
2018-12-10 23:00:00,22.45,0.27,22.61,0.73,partly-cloudy-night,338.48,,0.0,0.0,,1021.52,Partly Cloudy,30.09,0,10,26,8.38,8.1
