,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windGust,windSpeed
2018-12-10 00:00:00,26.16,0.99,19.9,0.64,cloudy,322.19,0.0,0.0002,0.01,snow,1021.09,Overcast,30.63,0,10,312,9.68,4.3
2018-12-10 01:00:00,25.47,0.93,19.41,0.63,partly-cloudy-night,323.3,0.0,0.0002,0.01,snow,1020.11,Mostly Cloudy,30.55,0,10,332,10.58,4.9
2018-12-10 02:00:00,24.93,0.66,19.36,0.62,partly-cloudy-night,324.37,0.009,0.0011,0.01,snow,1019.54,Mostly Cloudy,30.7,0,10,347,12.64,5.69
2018-12-10 03:00:00,24.26,0.73,19.44,0.63,partly-cloudy-night,325.31,,0.0,0.0,,1019.3,Mostly Cloudy,30.61,0,10,358,13.84,6.41
2018-12-10 04:00:00,23.73,0.53,19.51,0.64,partly-cloudy-night,326.13,0.005,0.0005,0.01,snow,1019.2,Partly Cloudy,30.28,0,10,6,14.52,6.58
2018-12-10 05:00:00,21.37,0.45,18.76,0.67,partly-cloudy-night,326.62,,0.0,0.0,,1019.5,Partly Cloudy,28.46,0,10,6,14.84,6.81
2018-12-10 06:00:00,19.97,0.35,19.06,0.7,partly-cloudy-night,326.92,,0.0,0.0,,1019.62,Partly Cloudy,27.41,0,10,8,14.84,7.0
2018-12-10 07:00:00,19.59,0.27,19.42,0.72,partly-cloudy-night,327.43,,0.0,0.0,,1019.77,Partly Cloudy,27.22,0,10,9,14.62,7.19
2018-12-10 08:00:00,20.75,0.25,20.03,0.7,partly-cloudy-day,328.44,,0.0,0.0,,1020.04,Partly Cloudy,28.38,0,10,10,14.52,7.54
2018-12-10 09:00:00,22.45,0.26,20.74,0.68,partly-cloudy-day,329.55,,0.0,0.0,,1020.39,Partly Cloudy,30.0,0,10,10,14.31,7.94
2018-12-10 10:00:00,24.01,0.25,21.26,0.66,partly-cloudy-day,330.59,,0.0,0.0,,1020.6,Partly Cloudy,31.39,1,10,11,13.8,8.15
2018-12-10 11:00:00,25.97,0.23,21.38,0.62,clear-day,331.29,,0.0,0.0,,1020.57,Clear,33.0,1,10,8,12.68,8.16
2018-12-10 12:00:00,28.82,0.19,21.29,0.56,clear-day,331.82,,0.0,0.0,,1020.38,Clear,35.25,2,10,3,11.19,7.97
2018-12-10 13:00:00,31.18,0.15,21.25,0.53,clear-day,332.21,,0.0003,0.02,rain,1020.25,Clear,36.97,1,10,1,9.96,7.5
2018-12-10 14:00:00,32.58,0.09,21.55,0.52,clear-day,332.33,,0.0004,0.02,rain,1020.16,Clear,37.6,1,10,359,9.41,6.47
2018-12-10 15:00:00,33.19,0.04,21.9,0.53,clear-day,332.29,,0.0003,0.02,rain,1020.06,Clear,37.31,0,10,0,9.14,5.15
2018-12-10 16:00:00,32.89,0.0,22.15,0.56,clear-day,332.54,,0.0003,0.02,rain,1020.14,Clear,36.32,0,10,1,8.61,4.18
2018-12-10 17:00:00,31.23,0.0,22.11,0.6,clear-night,333.31,,0.0002,0.01,rain,1020.52,Clear,34.59,0,10,5,7.22,3.85
2018-12-10 18:00:00,29.35,0.0,21.99,0.64,clear-night,334.4,,0.0,0.0,,1021.05,Clear,32.94,0,10,10,5.59,3.83
2018-12-10 19:00:00,27.6,0.0,21.62,0.66,clear-night,335.5,,0.0,0.0,,1021.49,Clear,31.6,0,10,13,4.88,4.01
2018-12-10 20:00:00,26.29,0.03,21.12,0.67,clear-night,336.65,,0.0,0.0,,1021.71,Clear,30.9,0,10,15,6.08,4.48
2018-12-10 21:00:00,25.14,0.06,20.46,0.66,clear-night,337.63,,0.0,0.0,,1021.83,Clear,30.45,0,10,15,8.21,5.12
2018-12-10 22:00:00,24.36,0.1,19.9,0.66,clear-night,338.6,,0.0,0.0,,1021.92,Clear,30.0,0,10,14,9.43,5.4
2018-12-10 23:00:00,24.04,0.13,19.6,0.67,clear-night,339.28,,0.0,0.0,,1022.01,Clear,29.35,0,10,12,8.63,4.92
