,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windGust,windSpeed
2018-12-10 00:00:00,26.48,0.99,21.81,0.65,cloudy,321.8,0.0,0.0002,0.01,snow,1020.93,Overcast,32.22,0,10,321,8.48,6.02
2018-12-10 01:00:00,25.52,0.98,21.77,0.65,cloudy,322.9,0.0,0.0002,0.01,snow,1020.0,Overcast,32.04,0,10,337,10.29,7.05
2018-12-10 02:00:00,24.57,0.8,21.97,0.66,partly-cloudy-night,323.91,0.009,0.0011,0.01,snow,1019.36,Mostly Cloudy,31.96,0,10,351,12.49,8.38
2018-12-10 03:00:00,24.18,0.73,22.5,0.68,partly-cloudy-night,324.71,,0.0,0.0,,1019.08,Mostly Cloudy,31.99,0,10,9,14.43,9.13
2018-12-10 04:00:00,23.55,0.68,22.94,0.69,partly-cloudy-night,325.41,0.004,0.0005,0.01,snow,1018.89,Mostly Cloudy,31.93,0,10,16,16.17,10.18
2018-12-10 05:00:00,21.64,0.63,22.69,0.72,partly-cloudy-night,325.83,,0.0,0.0,,1019.12,Mostly Cloudy,30.74,0,10,17,15.71,11.05
2018-12-10 06:00:00,20.68,0.46,23.14,0.74,partly-cloudy-night,326.05,,0.0,0.0,,1019.23,Partly Cloudy,30.27,0,10,17,17.39,11.84
2018-12-10 07:00:00,20.67,0.34,23.53,0.75,partly-cloudy-night,326.56,,0.0,0.0,,1019.36,Partly Cloudy,30.45,0,10,16,18.4,12.36
2018-12-10 08:00:00,21.83,0.35,23.82,0.73,partly-cloudy-day,327.54,,0.0,0.0,,1019.62,Partly Cloudy,31.43,0,10,16,18.59,12.54
2018-12-10 09:00:00,23.46,0.38,24.0,0.7,partly-cloudy-day,328.75,,0.0,0.0,,1019.92,Partly Cloudy,32.7,0,10,15,18.17,12.49
2018-12-10 10:00:00,25.02,0.39,24.0,0.67,partly-cloudy-day,329.78,,0.0,0.0,,1020.13,Partly Cloudy,33.85,1,10,15,17.31,12.21
2018-12-10 11:00:00,26.77,0.36,23.75,0.63,partly-cloudy-day,330.73,,0.0,0.0,,1020.13,Partly Cloudy,35.05,1,10,9,15.76,11.63
2018-12-10 12:00:00,28.81,0.31,23.33,0.59,partly-cloudy-day,331.57,,0.0,0.0,,1020.02,Partly Cloudy,36.42,2,10,4,13.8,10.87
2018-12-10 13:00:00,30.28,0.25,22.95,0.56,partly-cloudy-day,332.14,,0.0003,0.02,rain,1019.95,Partly Cloudy,37.35,1,10,0,12.28,10.15
2018-12-10 14:00:00,31.04,0.16,22.68,0.54,clear-day,332.23,,0.0004,0.02,rain,1019.91,Clear,37.73,1,10,358,11.69,9.55
2018-12-10 15:00:00,31.02,0.07,22.42,0.54,clear-day,332.13,,0.0003,0.02,rain,1019.87,Clear,37.5,0,10,357,11.59,8.99
2018-12-10 16:00:00,30.34,0.0,22.22,0.55,clear-day,332.29,,0.0003,0.01,rain,1019.98,Clear,36.81,0,10,358,11.46,8.66
2018-12-10 17:00:00,28.82,0.0,22.08,0.58,clear-night,333.03,,0.0002,0.01,rain,1020.37,Clear,35.58,0,10,1,11.13,8.69
2018-12-10 18:00:00,27.05,0.01,21.93,0.6,clear-night,334.12,,0.0,0.0,,1020.9,Clear,34.24,0,10,6,10.99,8.92
2018-12-10 19:00:00,25.55,0.02,21.84,0.63,clear-night,335.21,,0.0,0.0,,1021.34,Clear,33.1,0,10,11,10.97,9.13
2018-12-10 20:00:00,24.76,0.08,21.68,0.64,clear-night,336.42,,0.0,0.0,,1021.53,Clear,32.52,0,10,15,11.26,9.24
2018-12-10 21:00:00,24.29,0.17,21.6,0.65,clear-night,337.58,,0.0,0.0,,1021.6,Clear,32.16,0,10,17,11.59,9.3
2018-12-10 22:00:00,24.0,0.24,21.52,0.65,clear-night,338.64,,0.0,0.0,,1021.69,Clear,31.79,0,10,20,11.44,9.01
2018-12-10 23:00:00,24.41,0.28,21.57,0.66,partly-cloudy-night,339.21,,0.0,0.0,,1021.78,Partly Cloudy,31.69,0,10,20,10.29,8.09
