,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windGust,windSpeed
2018-12-11 00:00:00,21.88,0.0,21.67,0.75,clear-night,331.49,0.017,0.0018,0.01,snow,1022.27,Clear,28.48,0,10,30,7.86,6.18
2018-12-11 01:00:00,21.55,0.0,21.42,0.76,clear-night,332.09,0.019,0.0019,0.01,snow,1022.31,Clear,28.14,0,10,31,7.44,6.1
2018-12-11 02:00:00,21.24,0.0,21.1,0.76,clear-night,332.67,0.006,0.0005,0.01,snow,1022.4,Clear,27.73,0,10,30,7.17,5.89
2018-12-11 03:00:00,20.7,0.0,20.9,0.76,clear-night,333.19,,0.0,0.0,,1022.38,Clear,27.3,0,10,30,7.3,5.92
2018-12-11 04:00:00,20.28,0.0,20.58,0.77,clear-night,333.66,0.017,0.0015,0.01,snow,1022.18,Clear,26.77,0,10,33,7.17,5.7
2018-12-11 05:00:00,18.95,0.01,19.21,0.78,clear-night,333.97,,0.0,0.0,,1022.52,Clear,25.17,0,10,33,5.21,5.1
2018-12-11 06:00:00,18.17,0.01,18.9,0.79,clear-night,334.25,,0.0,0.0,,1022.45,Clear,24.33,0,10,34,4.92,4.9
2018-12-11 07:00:00,18.37,0.02,18.77,0.79,clear-night,334.68,,0.0,0.0,,1022.36,Clear,24.34,0,10,40,4.75,4.74
2018-12-11 08:00:00,19.94,0.01,18.84,0.75,clear-day,335.39,,0.0,0.0,,1022.36,Clear,25.49,0,10,54,4.54,4.53
2018-12-11 09:00:00,22.69,0.01,19.03,0.7,clear-day,336.19,,0.0,0.0,,1022.34,Clear,27.68,0,10,76,4.56,4.34
2018-12-11 10:00:00,25.37,0.01,19.44,0.65,clear-day,336.89,,0.0,0.0,,1022.01,Clear,29.89,1,10,95,4.94,4.24
2018-12-11 11:00:00,27.7,0.03,20.09,0.61,clear-day,337.1,,0.0,0.0,,1021.15,Clear,31.98,1,10,97,6.29,4.33
2018-12-11 12:00:00,30.78,0.06,20.95,0.58,clear-day,337.16,,0.0,0.0,,1019.98,Clear,34.26,1,10,141,8.25,3.91
2018-12-11 13:00:00,32.0,0.1,21.71,0.56,clear-day,337.73,,0.0,0.0,,1018.98,Clear,35.82,1,10,221,9.77,4.52
2018-12-11 14:00:00,34.04,0.16,22.39,0.56,clear-day,339.53,,0.0,0.0,,1018.29,Clear,36.37,1,10,210,10.41,3.18
2018-12-11 15:00:00,32.23,0.24,22.96,0.59,clear-day,341.87,,0.0,0.0,,1017.81,Clear,35.98,0,10,202,10.58,4.45
2018-12-11 16:00:00,31.2,0.29,23.39,0.62,partly-cloudy-day,343.65,,0.0,0.0,,1017.38,Partly Cloudy,35.2,0,10,219,10.73,4.59
2018-12-11 17:00:00,29.46,0.3,23.56,0.65,partly-cloudy-night,344.2,,0.0,0.0,,1017.13,Partly Cloudy,33.93,0,10,226,10.88,4.86
2018-12-11 18:00:00,27.12,0.3,23.58,0.69,partly-cloudy-night,344.14,,0.0,0.0,,1016.97,Partly Cloudy,32.45,0,10,269,10.99,5.57
2018-12-11 19:00:00,25.11,0.3,23.47,0.73,partly-cloudy-night,344.34,0.0,0.0003,0.01,snow,1016.74,Partly Cloudy,31.14,0,10,256,11.37,6.12
2018-12-11 20:00:00,24.07,0.31,23.35,0.75,partly-cloudy-night,344.84,,0.0,0.0,,1016.37,Partly Cloudy,30.38,0,10,211,12.28,6.28
2018-12-11 21:00:00,23.13,0.32,23.18,0.76,partly-cloudy-night,345.49,,0.0,0.0,,1015.94,Partly Cloudy,29.84,0,10,322,13.44,6.69
2018-12-11 22:00:00,22.67,0.34,23.02,0.76,partly-cloudy-night,346.81,,0.0,0.0,,1015.58,Partly Cloudy,29.62,0,10,277,14.28,6.93
2018-12-11 23:00:00,22.8,0.35,22.86,0.76,partly-cloudy-night,349.18,,0.0,0.0,,1015.34,Partly Cloudy,29.64,0,10,246,14.5,6.79
