,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windGust,windSpeed
2018-12-11 00:00:00,25.61,0.0,21.31,0.68,clear-night,329.82,,0.0,0.0,,1022.32,Clear,30.67,0,10,11,9.48,4.9
2018-12-11 01:00:00,25.36,0.0,21.23,0.68,clear-night,330.33,,0.0,0.0,,1022.39,Clear,30.48,0,10,8,9.46,4.93
2018-12-11 02:00:00,25.32,0.0,21.19,0.69,clear-night,330.8,,0.0,0.0,,1022.49,Clear,30.23,0,10,8,8.71,4.67
2018-12-11 03:00:00,25.23,0.01,21.25,0.7,clear-night,331.17,,0.0,0.0,,1022.43,Clear,29.82,0,10,8,7.72,4.29
2018-12-11 04:00:00,25.0,0.02,21.23,0.71,clear-night,331.54,,0.0,0.0,,1022.23,Clear,29.36,0,10,7,6.71,4.02
2018-12-11 05:00:00,22.61,0.03,19.36,0.72,clear-night,331.7,,0.0,0.0,,1022.52,Clear,27.06,0,10,4,3.96,3.81
2018-12-11 06:00:00,21.78,0.05,19.2,0.74,clear-night,331.82,,0.0,0.0,,1022.39,Clear,26.24,0,10,3,3.75,3.72
2018-12-11 07:00:00,21.78,0.07,19.22,0.75,clear-night,332.22,,0.0,0.0,,1022.26,Clear,26.08,0,10,7,3.61,3.58
2018-12-11 08:00:00,23.15,0.13,19.56,0.73,clear-day,333.06,,0.0,0.0,,1022.31,Clear,26.94,0,10,22,3.3,3.3
2018-12-11 09:00:00,28.16,0.21,20.14,0.71,clear-day,334.07,,0.0,0.0,,1022.37,Clear,28.16,0,10,33,2.93,2.93
2018-12-11 10:00:00,29.6,0.26,20.71,0.69,partly-cloudy-day,335.07,,0.0,0.0,,1022.11,Partly Cloudy,29.6,1,10,17,2.74,2.68
2018-12-11 11:00:00,31.41,0.28,21.2,0.65,partly-cloudy-day,335.66,,0.0,0.0,,1021.26,Partly Cloudy,31.41,1,10,25,3.78,2.79
2018-12-11 12:00:00,33.93,0.26,21.68,0.6,partly-cloudy-day,336.24,,0.0,0.0,,1020.09,Partly Cloudy,33.93,1,10,323,5.53,2.81
2018-12-11 13:00:00,33.5,0.23,22.15,0.57,clear-day,337.42,,0.0,0.0,,1019.07,Clear,36.06,1,10,260,7.13,3.33
2018-12-11 14:00:00,37.02,0.18,22.62,0.56,clear-day,340.12,,0.0,0.0,,1018.39,Clear,37.02,1,10,166,8.12,2.76
2018-12-11 15:00:00,34.56,0.1,23.0,0.57,clear-day,343.5,,0.0,0.0,,1017.87,Clear,36.95,0,10,189,8.9,3.29
2018-12-11 16:00:00,33.59,0.04,23.32,0.59,clear-day,345.68,,0.0,0.0,,1017.47,Clear,36.34,0,10,219,9.85,3.53
2018-12-11 17:00:00,31.78,0.04,23.42,0.62,clear-night,345.48,,0.0,0.0,,1017.25,Clear,35.03,0,10,228,11.22,3.81
2018-12-11 18:00:00,29.71,0.04,23.45,0.66,clear-night,344.04,,0.0,0.0,,1017.17,Clear,33.7,0,10,249,12.81,4.32
2018-12-11 19:00:00,27.91,0.05,23.33,0.69,clear-night,343.0,0.0,0.0003,0.01,snow,1017.02,Clear,32.46,0,10,252,14.11,4.69
2018-12-11 20:00:00,27.07,0.09,23.07,0.7,clear-night,342.81,,0.0,0.0,,1016.71,Clear,31.83,0,10,242,14.86,4.8
2018-12-11 21:00:00,26.63,0.15,22.75,0.69,clear-night,343.03,,0.0,0.0,,1016.37,Clear,31.63,0,10,284,15.29,5.01
2018-12-11 22:00:00,26.08,0.19,22.41,0.68,clear-night,344.07,,0.0,0.0,,1016.1,Clear,31.57,0,10,270,15.71,5.56
2018-12-11 23:00:00,26.12,0.19,22.1,0.68,clear-night,346.32,,0.0,0.0,,1015.96,Clear,31.54,0,10,205,16.43,5.48
