,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windGust,windSpeed
2018-12-09 00:00:00,20.06,0.42,18.38,0.66,partly-cloudy-night,305.57,,0.0,0.0,,1033.76,Partly Cloudy,28.23,0,10,304,13.59,8.3
2018-12-09 01:00:00,19.46,0.59,18.24,0.68,partly-cloudy-night,303.8,,0.0,0.0,,1033.25,Partly Cloudy,27.48,0,10,307,11.91,7.82
2018-12-09 02:00:00,19.01,0.61,18.08,0.69,partly-cloudy-night,302.0,,0.0,0.0,,1033.55,Mostly Cloudy,26.74,0,10,308,10.91,7.2
2018-12-09 03:00:00,18.66,0.6,17.83,0.71,partly-cloudy-night,300.31,,0.0,0.0,,1033.71,Mostly Cloudy,26.0,0,10,313,9.81,6.5
2018-12-09 04:00:00,18.87,0.47,17.66,0.71,partly-cloudy-night,299.19,,0.0,0.0,,1033.6,Partly Cloudy,25.61,0,10,321,8.23,5.72
2018-12-09 05:00:00,19.28,0.66,17.48,0.72,partly-cloudy-night,298.92,,0.0,0.0,,1033.17,Mostly Cloudy,25.23,0,10,335,6.54,4.85
2018-12-09 06:00:00,20.29,0.76,17.38,0.72,partly-cloudy-night,299.24,,0.0,0.0,,1032.63,Mostly Cloudy,25.02,0,10,323,4.94,3.78
2018-12-09 07:00:00,25.11,0.8,17.31,0.72,partly-cloudy-night,299.9,,0.0,0.0,,1032.05,Mostly Cloudy,25.11,0,10,332,3.62,2.95
2018-12-09 08:00:00,26.24,0.83,17.5,0.69,partly-cloudy-day,300.84,0.021,0.0019,0.01,snow,1031.75,Mostly Cloudy,26.24,0,10,357,3.63,2.33
2018-12-09 09:00:00,28.38,0.84,18.09,0.65,partly-cloudy-day,302.16,0.0,0.0002,0.01,snow,1031.48,Mostly Cloudy,28.38,0,10,22,3.86,1.43
2018-12-09 10:00:00,30.22,0.86,18.25,0.61,partly-cloudy-day,303.46,,0.0,0.0,,1031.21,Mostly Cloudy,30.22,1,10,141,5.25,1.13
2018-12-09 11:00:00,29.38,0.84,18.04,0.55,partly-cloudy-day,304.69,0.0,0.0002,0.02,snow,1030.46,Mostly Cloudy,32.33,1,10,129,5.37,3.23
2018-12-09 12:00:00,30.01,0.89,18.55,0.53,partly-cloudy-day,305.96,0.0,0.0002,0.02,snow,1029.44,Mostly Cloudy,33.99,1,10,168,6.89,4.35
2018-12-09 13:00:00,30.41,0.93,19.13,0.52,partly-cloudy-day,307.05,0.0,0.0002,0.02,snow,1028.45,Mostly Cloudy,34.93,1,10,200,8.22,5.13
2018-12-09 14:00:00,30.23,0.94,19.82,0.54,cloudy,307.9,,0.0,0.0,,1027.42,Overcast,34.94,1,10,221,9.06,5.35
2018-12-09 15:00:00,29.44,0.94,20.56,0.57,cloudy,308.52,,0.0,0.0,,1026.42,Overcast,34.24,0,10,234,9.68,5.31
2018-12-09 16:00:00,28.33,0.94,21.14,0.61,cloudy,309.33,,0.0,0.0,,1025.57,Overcast,33.29,0,10,237,10.19,5.29
2018-12-09 17:00:00,27.26,0.96,21.58,0.64,cloudy,310.36,,0.0,0.0,,1025.1,Overcast,32.49,0,10,233,10.71,5.45
2018-12-09 18:00:00,26.25,0.98,21.85,0.66,cloudy,311.62,,0.0,0.0,,1024.78,Overcast,31.79,0,10,282,11.13,5.66
2018-12-09 19:00:00,25.66,1.0,21.85,0.67,cloudy,312.81,,0.0,0.0,,1024.3,Overcast,31.36,0,10,262,11.23,5.77
2018-12-09 20:00:00,25.19,1.0,21.41,0.67,cloudy,314.26,,0.0,0.0,,1023.37,Overcast,30.94,0,10,173,10.77,5.74
2018-12-09 21:00:00,24.9,0.99,20.74,0.66,cloudy,315.83,,0.0,0.0,,1022.27,Overcast,30.61,0,10,8,9.96,5.61
2018-12-09 22:00:00,24.51,0.98,20.07,0.65,cloudy,317.16,,0.0,0.0,,1021.35,Overcast,30.27,0,10,302,9.3,5.6
2018-12-09 23:00:00,24.08,0.99,19.39,0.64,cloudy,317.97,,0.0,0.0,,1020.77,Overcast,30.03,0,10,296,8.76,5.77
